state,year,law,definition,status,link
Alaska,2001,permitconcealed,Permit required to carry concealed weapons,Repealed,
Alaska,2001,ccbackground,Concealed carry permit process requires a background check,Repealed,
Alaska,2001,nosyg,No stand your ground law,Repealed,
Alaska,2002,felony,Felony conviction is prohibitive for firearm purchase/possession,Current,
Alaska,2002,age18longgunsale,Purchase of long guns from licensed dealers and private sellers restricted to age 18 and older,Current,
Alaska,2002,elementary,"No gun carrying on elementary school property, including concealed weapons permittees",Current,
Alaska,2002,permitconcealed,Permit required to carry concealed weapons,Repealed,
Alaska,2002,ccbackground,Concealed carry permit process requires a background check,Repealed,
Alaska,2002,nosyg,No stand your ground law,Repealed,
Alaska,2003,felony,Felony conviction is prohibitive for firearm purchase/possession,Current,
Alaska,2003,age18longgunsale,Purchase of long guns from licensed dealers and private sellers restricted to age 18 and older,Current,
Alaska,2003,elementary,"No gun carrying on elementary school property, including concealed weapons permittees",Current,
Alaska,2003,nosyg,No stand your ground law,Repealed,
Alaska,2004,felony,Felony conviction is prohibitive for firearm purchase/possession,Current,
Alaska,2004,age18longgunsale,Purchase of long guns from licensed dealers and private sellers restricted to age 18 and older,Current,
Alaska,2004,elementary,"No gun carrying on elementary school property, including concealed weapons permittees",Current,
Alaska,2004,nosyg,No stand your ground law,Repealed,
Alaska,2005,felony,Felony conviction is prohibitive for firearm purchase/possession,Current,
Alaska,2005,age18longgunsale,Purchase of long guns from licensed dealers and private sellers restricted to age 18 and older,Current,
Alaska,2005,elementary,"No gun carrying on elementary school property, including concealed weapons permittees",Current,
Alaska,2005,nosyg,No stand your ground law,Repealed,
Alaska,2006,felony,Felony conviction is prohibitive for firearm purchase/possession,Current,
Alaska,2006,age18longgunsale,Purchase of long guns from licensed dealers and private sellers restricted to age 18 and older,Current,
Alaska,2006,elementary,"No gun carrying on elementary school property, including concealed weapons permittees",Current,
Alaska,2006,nosyg,No stand your ground law,Repealed,
Alaska,2007,felony,Felony conviction is prohibitive for firearm purchase/possession,Current,
Alaska,2007,age18longgunsale,Purchase of long guns from licensed dealers and private sellers restricted to age 18 and older,Current,
Alaska,2007,elementary,"No gun carrying on elementary school property, including concealed weapons permittees",Current,
Alaska,2007,nosyg,No stand your ground law,Repealed,
Alaska,2008,felony,Felony conviction is prohibitive for firearm purchase/possession,Current,
Alaska,2008,age18longgunsale,Purchase of long guns from licensed dealers and private sellers restricted to age 18 and older,Current,
Alaska,2008,elementary,"No gun carrying on elementary school property, including concealed weapons permittees",Current,
Alaska,2008,nosyg,No stand your ground law,Repealed,
Alaska,2009,felony,Felony conviction is prohibitive for firearm purchase/possession,Current,
Alaska,2009,age18longgunsale,Purchase of long guns from licensed dealers and private sellers restricted to age 18 and older,Current,
Alaska,2009,elementary,"No gun carrying on elementary school property, including concealed weapons permittees",Current,
Alaska,2009,nosyg,No stand your ground law,Repealed,
Alaska,2010,felony,Felony conviction is prohibitive for firearm purchase/possession,Current,
Alaska,2010,age18longgunsale,Purchase of long guns from licensed dealers and private sellers restricted to age 18 and older,Current,
Alaska,2010,elementary,"No gun carrying on elementary school property, including concealed weapons permittees",Current,
Alaska,2010,nosyg,No stand your ground law,Repealed,
Alaska,2011,felony,Felony conviction is prohibitive for firearm purchase/possession,Current,
Alaska,2011,age18longgunsale,Purchase of long guns from licensed dealers and private sellers restricted to age 18 and older,Current,
Alaska,2011,elementary,"No gun carrying on elementary school property, including concealed weapons permittees",Current,
Alaska,2011,nosyg,No stand your ground law,Repealed,
Alaska,2012,felony,Felony conviction is prohibitive for firearm purchase/possession,Current,
Alaska,2012,age18longgunsale,Purchase of long guns from licensed dealers and private sellers restricted to age 18 and older,Current,
Alaska,2012,elementary,"No gun carrying on elementary school property, including concealed weapons permittees",Current,
Alaska,2012,nosyg,No stand your ground law,Repealed,
Alaska,2013,felony,Felony conviction is prohibitive for firearm purchase/possession,Current,
Alaska,2013,age18longgunsale,Purchase of long guns from licensed dealers and private sellers restricted to age 18 and older,Current,
Alaska,2013,elementary,"No gun carrying on elementary school property, including concealed weapons permittees",Current,
Alaska,2014,felony,Felony conviction is prohibitive for firearm purchase/possession,Current,
Alaska,2014,age18longgunsale,Purchase of long guns from licensed dealers and private sellers restricted to age 18 and older,Current,
Alaska,2014,elementary,"No gun carrying on elementary school property, including concealed weapons permittees",Current,
Alaska,2015,felony,Felony conviction is prohibitive for firearm purchase/possession,Current,
Alaska,2015,age18longgunsale,Purchase of long guns from licensed dealers and private sellers restricted to age 18 and older,Current,
Alaska,2015,elementary,"No gun carrying on elementary school property, including concealed weapons permittees",Current,
Alaska,2016,felony,Felony conviction is prohibitive for firearm purchase/possession,Current,
Alaska,2016,age18longgunsale,Purchase of long guns from licensed dealers and private sellers restricted to age 18 and older,Current,
Alaska,2016,elementary,"No gun carrying on elementary school property, including concealed weapons permittees",Current,
Arizona,1991,danger,Firearm purchase/possession prohibited if person deemed by court to be danger to oneself or others,Current,
Arizona,1991,elementary,"No gun carrying on elementary school property, including concealed weapons permittees",Repealed,
Arizona,1991,permitconcealed,Permit required to carry concealed weapons,Repealed,
Arizona,1991,mayissue,"""May issue"" state",Repealed,
Arizona,1991,nosyg,No stand your ground law,Repealed,
Arizona,1991,immunity,No law provides blanket immunity to gun manufacturers or prohibits state or local lawsuits against gun manufacturers,Repealed,
Arizona,1992,danger,Firearm purchase/possession prohibited if person deemed by court to be danger to oneself or others,Current,
Arizona,1992,elementary,"No gun carrying on elementary school property, including concealed weapons permittees",Repealed,
Arizona,1992,permitconcealed,Permit required to carry concealed weapons,Repealed,
Arizona,1992,mayissue,"""May issue"" state",Repealed,
Arizona,1992,nosyg,No stand your ground law,Repealed,
Arizona,1992,immunity,No law provides blanket immunity to gun manufacturers or prohibits state or local lawsuits against gun manufacturers,Repealed,
Arizona,1993,danger,Firearm purchase/possession prohibited if person deemed by court to be danger to oneself or others,Current,
Arizona,1993,age18longgunpossess,No possession of long guns until age 18,Current,
Arizona,1993,elementary,"No gun carrying on elementary school property, including concealed weapons permittees",Repealed,
Arizona,1993,permitconcealed,Permit required to carry concealed weapons,Repealed,
Arizona,1993,mayissue,"""May issue"" state",Repealed,
Arizona,1993,nosyg,No stand your ground law,Repealed,
Arizona,1993,immunity,No law provides blanket immunity to gun manufacturers or prohibits state or local lawsuits against gun manufacturers,Repealed,
Arizona,1994,felony,Felony conviction is prohibitive for firearm purchase/possession,Current,
Arizona,1994,danger,Firearm purchase/possession prohibited if person deemed by court to be danger to oneself or others,Current,
Arizona,1994,age18longgunpossess,No possession of long guns until age 18,Current,
Arizona,1994,permitconcealed,Permit required to carry concealed weapons,Repealed,
Arizona,1994,ccbackground,Concealed carry permit process requires a background check,Repealed,
Arizona,1994,nosyg,No stand your ground law,Repealed,
Arizona,1994,immunity,No law provides blanket immunity to gun manufacturers or prohibits state or local lawsuits against gun manufacturers,Repealed,
Arizona,1995,felony,Felony conviction is prohibitive for firearm purchase/possession,Current,
Arizona,1995,danger,Firearm purchase/possession prohibited if person deemed by court to be danger to oneself or others,Current,
Arizona,1995,age18longgunpossess,No possession of long guns until age 18,Current,
Arizona,1995,permitconcealed,Permit required to carry concealed weapons,Repealed,
